-118.515595336 34.3372595946 -35 
-118.488443567 34.3762405868 -30 
-118.461266514 34.4152155773 -25 
-118.43406412 34.4541845517 -20 
-118.406836329 34.4931474956 -15 
-118.379583083 34.5321043946 -10 
-118.352304326 34.5710552343 -5 
-118.325 34.61 0 
-118.297670048 34.6489386773 5 
-118.270314414 34.6878712516 10 
-118.242933038 34.7267977082 15 
-118.215525865 34.7657180326 20 
-118.188092835 34.80463221 25 
-118.160633892 34.8435402256 30 
-118.133148977 34.8824420648 35 
-118.105638032 34.9213377127 40 
-118.078101 34.9602271545 45 
-118.05053782 34.9991103753 50 
-118.022948436 35.0379873602 55 
-117.995332788 35.0768580942 60 
-117.967690818 35.1157225624 65 
-117.940022467 35.1545807497 70 
-117.912327675 35.1934326411 75 
>>
-118.406332336 33.9052003298 -75 
-118.379418027 33.9442284356 -70 
-118.352479029 33.9832506796 -65 
-118.325515286 34.0222670478 -60 
-118.298526743 34.061277526 -55 
-118.271513345 34.1002821002 -50 
-118.244475035 34.1392807563 -45 
-118.217411758 34.1782734802 -40 
-118.190323459 34.2172602576 -35 
-118.16321008 34.2562410743 -30 
-118.136071566 34.2952159162 -25 
-118.108907862 34.3341847688 -20 
-118.081718909 34.3731476178 -15 
-118.054504652 34.412104449 -10 
-118.027265035 34.4510552479 -5 
-118 34.49 0 
-117.972709491 34.5289386909 5 
-117.94539345 34.5678713062 10 
-117.918051821 34.6067978312 15 
-117.890684546 34.6457182513 20 
-117.863291568 34.6846325521 25 
-117.83587283 34.7235407187 30 
-117.808428273 34.7624427366 35 
-117.780957841 34.8013385909 40 
-117.753461475 34.840228267 45 
-117.725939117 34.8791117501 50 
-117.69839071 34.9179890253 55 
-117.670816194 34.9568600777 60 
-117.643215513 34.9957248924 65 
-117.615588606 35.0345834545 70 
-117.587935416 35.0734357491 75 
>>
-118.155833159 33.800202967 -75 
-118.128951228 33.839230735 -70 
-118.102044734 33.8782526641 -65 
-118.075113624 33.9172687402 -60 
-118.048157842 33.9562789494 -55 
-118.021177332 33.9952832777 -50 
-117.994172039 34.034281711 -45 
-117.967141909 34.0732742352 -40 
-117.940086885 34.1122608362 -35 
-117.913006911 34.1512414998 -30 
-117.885901933 34.1902162119 -25 
-117.858771893 34.2291849582 -20 
-117.831616736 34.2681477245 -15 
-117.804436406 34.3071044964 -10 
-117.777230846 34.3460552597 -5 
-117.75 34.385 0 
-117.722743811 34.4239387028 5 
-117.695462224 34.4628713538 10 
-117.66815518 34.5017979384 15 
-117.640822623 34.5407184422 20 
-117.613464496 34.5796328506 25 
-117.586080742 34.6185411489 30 
-117.558671304 34.6574433227 35 
-117.531236124 34.6963393573 40 
-117.503775144 34.7352292378 45 
-117.476288307 34.7741129497 50 
-117.448775556 34.8129904782 55 
-117.421236832 34.8518618084 60 
-117.393672077 34.8907269256 65 
-117.366081234 34.9295858147 70 
-117.338464243 34.968438461 75 
>>
-117.905336567 33.6952055977 -75 
-117.878486845 33.7342330288 -70 
-117.851612688 33.7732546437 -65 
-117.824714041 33.8122704285 -60 
-117.797790849 33.8512803694 -55 
-117.770843058 33.8902844523 -50 
-117.743870612 33.9292826633 -45 
-117.716873456 33.9682749883 -40 
-117.689851535 34.0072614133 -35 
-117.662804794 34.0462419242 -30 
-117.635733177 34.0852165069 -25 
-117.608636628 34.1241851472 -20 
-117.581515092 34.1631478309 -15 
-117.554368512 34.2021045438 -10 
-117.527196834 34.2410552716 -5 
-117.5 34.28 0 
-117.472777955 34.3189387147 5 
-117.445530642 34.3578714013 10 
-117.418258004 34.3967980454 15 
-117.390959986 34.4357186326 20 
-117.36363653 34.4746331483 25 
-117.336287579 34.5135415781 30 
-117.308913077 34.5524439074 35 
-117.281512967 34.5913401217 40 
-117.254087191 34.6302302062 45 
-117.226635692 34.6691141463 50 
-117.199158412 34.7079919275 55 
-117.171655295 34.7468635348 60 
-117.144126282 34.7857289535 65 
-117.116571315 34.8245881689 70 
-117.088990337 34.8634411661 75 
>>
-117.604584796 33.5352095941 -75 
-117.577783835 33.5742365132 -70 
-117.55095863 33.6132576509 -65 
-117.524109128 33.6522729932 -60 
-117.497235273 33.6912825264 -55 
-117.470337013 33.7302862366 -50 
-117.443414292 33.7692841099 -45 
-117.416467055 33.8082761323 -40 
-117.389495248 33.84726229 -35 
-117.362498815 33.8862425689 -30 
-117.335477703 33.925216955 -25 
-117.308431854 33.9641854342 -20 
-117.281361215 34.0031479925 -15 
-117.25426573 34.0421046157 -10 
-117.227145344 34.0810552896 -5 
-117.2 34.12 0 
-117.172829643 34.1589387327 5 
-117.145634217 34.1978714735 10 
-117.118413667 34.2367982079 15 
-117.091167935 34.2757189218 20 
-117.063896967 34.3146336006 25 
-117.036600704 34.35354223 30 
-117.009279092 34.3924447955 35 
-116.981932073 34.4313412827 40 
-116.954559591 34.470231677 45 
-116.927161589 34.5091159639 50 
-116.899738009 34.5479941288 55 
-116.872288796 34.586866157 60 
-116.844813891 34.6257320338 65 
-116.817313237 34.6645917447 70 
-116.789786777 34.7034452748 75 
>>
-117.332796 33.2699918416 -100 
-117.306136242 33.3090471643 -95 
-117.279452593 33.3480967889 -90 
-117.252744999 33.3871407018 -85 
-117.226013407 33.4261788893 -80 
-117.199257763 33.4652113378 -75 
-117.172478013 33.5042380336 -70 
-117.145674103 33.543258963 -65 
-117.118845979 33.5822741123 -60 
-117.091993588 33.6212834676 -55 
-117.065116874 33.6602870151 -50 
-117.038215784 33.6992847411 -45 
-117.011290263 33.7382766315 -40 
-116.984340256 33.7772626725 -35 
-116.957365709 33.8162428502 -30 
-116.930366566 33.8552171505 -25 
-116.903342774 33.8941855595 -20 
-116.876294276 33.933148063 -15 
-116.849221018 33.972104647 -10 
-116.822122945 34.0110552974 -5 
-116.795 34.05 0 
-116.767852129 34.0889387406 5 
-116.740679275 34.127871505 10 
-116.713481383 34.1667982788 15 
-116.686258398 34.2057190479 20 
-116.659010262 34.2446337979 25 
-116.63173692 34.2835425144 30 
-116.604438316 34.322445183 35 
-116.577114393 34.3613417893 40 
-116.549765095 34.4002323188 45 
-116.522390365 34.4391167569 50 
-116.494990146 34.4779950892 55 
-116.467564382 34.516867301 60 
-116.440113015 34.5557333777 65 
-116.412635989 34.5945933047 70 
-116.385133246 34.6334470673 75 
-116.357604729 34.6722946508 80 
-116.33005038 34.7111360403 85 
-116.302470142 34.749971221 90 
-116.274863957 34.7888001783 95 
-116.247231767 34.827622897 100 
>>
-117.072802004 33.1342773636 -105 
-117.041504394 33.1708198254 -100 
-117.010180679 33.2073544509 -95 
-116.978830809 33.2438812228 -90 
-116.94745473 33.2804001235 -85 
-116.91605239 33.3169111355 -80 
-116.884623735 33.3534142412 -75 
-116.853168713 33.389909423 -70 
-116.821687271 33.4263966632 -65 
-116.790179356 33.4628759442 -60 
-116.758644914 33.4993472482 -55 
-116.727083892 33.5358105574 -50 
-116.695496237 33.5722658541 -45 
-116.663881895 33.6087131203 -40 
-116.632240814 33.6451523383 -35 
-116.600572938 33.6815834899 -30 
-116.568878215 33.7180065574 -25 
-116.537156591 33.7544215227 -20 
-116.505408011 33.7908283677 -15 
-116.473632422 33.8272270743 -10 
-116.44182977 33.8636176245 -5 
-116.41 33.9 0 
-116.378143058 33.9363741827 5 
-116.34625889 33.9727401542 10 
-116.314347441 34.0090978964 15 
-116.282408657 34.0454473908 20 
-116.250442483 34.0817886192 25 
-116.218448864 34.1181215631 30 
-116.186427746 34.154446204 35 
-116.154379073 34.1907625235 40 
-116.122302791 34.227070503 45 
-116.090198844 34.2633701239 50 
-116.058067177 34.2996613677 55 
-116.025907736 34.3359442157 60 
-115.993720463 34.3722186492 65 
-115.961505304 34.4084846494 70 
>>
-116.955256113 32.874616189 -120 
-116.924087707 32.9111809998 -115 
-116.892893545 32.9477380702 -110 
-116.861673576 32.9842873829 -105 
-116.830427749 33.0208289208 -100 
-116.79915601 33.0573626664 -95 
-116.767858309 33.0938886024 -90 
-116.736534592 33.1304067114 -85 
-116.705184808 33.1669169761 -80 
-116.673808903 33.2034193788 -75 
-116.642406826 33.2399139022 -70 
-116.610978524 33.2764005287 -65 
-116.579523943 33.3128792406 -60 
-116.548043032 33.3493500204 -55 
-116.516535738 33.3858128505 -50 
-116.485002007 33.422267713 -45 
-116.453441786 33.4587145904 -40 
-116.421855023 33.4951534647 -35 
-116.390241663 33.5315843182 -30 
-116.358601655 33.5680071331 -25 
-116.326934944 33.6044218914 -20 
-116.295241476 33.6408285753 -15 
-116.263521199 33.6772271667 -10 
-116.231774058 33.7136176476 -5 
-116.2 33.75 0 
-116.168198971 33.7863742058 5 
-116.136370917 33.8227402469 10 
-116.104515783 33.8590981051 15 
-116.072633517 33.8954477621 20 
-116.040724062 33.9317891998 25 
-116.008787366 33.9681223999 30 
-115.976823374 34.0044473439 35 
-115.944832031 34.0407640136 40 
-115.912813283 34.0770723906 45 
-115.880767074 34.1133724563 50 
-115.84869335 34.1496641924 55 
-115.816592057 34.1859475802 60 
>>
-116.689607722 32.905835873 -100 
-116.65837557 32.942368946 -95 
-116.627117603 32.9788942431 -90 
-116.595833767 33.015411747 -85 
-116.564524012 33.0519214404 -80 
-116.533188284 33.0884233058 -75 
-116.501826532 33.1249173259 -70 
-116.470438703 33.1614034832 -65 
-116.439024746 33.1978817602 -60 
-116.407584606 33.2343521393 -55 
-116.376118233 33.2708146031 -50 
-116.344625573 33.3072691338 -45 
-116.313106574 33.3437157139 -40 
-116.281561182 33.3801543257 -35 
-116.249989345 33.4165849513 -30 
-116.21839101 33.4530075731 -25 
-116.186766124 33.4894221733 -20 
-116.155114633 33.5258287339 -15 
-116.123436484 33.5622272372 -10 
-116.091731625 33.5986176652 -5 
-116.06 33.635 0 
-116.028241557 33.6713742235 5 
-115.996456243 33.7077403177 10 
-115.964644003 33.7440982645 15 
-115.932804783 33.7804480459 20 
-115.900938531 33.8167896436 25 
-115.86904519 33.8531230394 30 
>>
-116.477975625 32.8420491766 -90 
-116.437206379 32.8711877715 -85 
-116.396410333 32.9003131335 -80 
-116.355587453 32.9294252392 -75 
-116.314737702 32.9585240651 -70 
-116.273861045 32.9876095876 -65 
-116.232957447 33.0166817831 -60 
-116.192026873 33.0457406281 -55 
-116.151069287 33.0747860989 -50 
-116.110084653 33.1038181718 -45 
-116.069072938 33.1328368231 -40 
-116.028034104 33.1618420291 -35 
-115.986968117 33.190833766 -30 
-115.945874942 33.2198120099 -25 
-115.904754543 33.2487767371 -20 
-115.863606885 33.2777279236 -15 
-115.822431932 33.3066655456 -10 
-115.781229648 33.3355895791 -5 
-115.74 33.3645 1.23451306927e-14 
-115.698742951 33.3933967844 5 
-115.657458465 33.4222799083 10 
-115.616146509 33.4511493475 15 
>>
-118.538652486 35.3527410668 -45 
-118.484400532 35.3607558351 -40 
-118.430137822 35.368746354 -35 
-118.375864384 35.3767126114 -30 
-118.321580245 35.3846545955 -25 
-118.267285433 35.3925722943 -20 
-118.212979975 35.400465696 -15 
-118.158663898 35.4083347888 -10 
-118.104337231 35.4161795607 -5 
-118.05 35.424 6.17256534636e-15 
-117.995652234 35.431796095 5 
-117.94129396 35.4395678338 10 
-117.886925207 35.447315205 15 
-117.832546002 35.4550381966 20 
-117.778156373 35.4627367972 25 
-117.723756348 35.4704109951 30 
-117.669345956 35.4780607787 35 
-117.614925224 35.4856861365 40 
-117.56049418 35.4932870569 45 
>>
-118.078705897 34.5859193837 -60 
-118.113652623 34.6204813492 -55 
-118.148628464 34.6550333408 -50 
-118.183633473 34.6895753371 -45 
-118.218667704 34.7241073169 -40 
-118.253731212 34.758629259 -35 
-118.288824048 34.7931411421 -30 
-118.323946268 34.8276429446 -25 
-118.359097925 34.8621346454 -20 
-118.394279072 34.8966162228 -15 
-118.429489765 34.9310876554 -10 
-118.464730056 34.9655489217 -5 
-118.5 35 0 
-118.535299651 35.0344408687 5 
-118.570629064 35.0688715061 10 
-118.605988292 35.1032918906 15 
-118.64137739 35.1377020002 20 
-118.676796413 35.1721018133 25 
-118.712245415 35.2064913079 30 
-118.747724451 35.2408704622 35 
-118.783233575 35.2752392541 40 
-118.818772842 35.3095976618 45 
-118.854342308 35.3439456631 50 
-118.889942026 35.3782832359 55 
-118.925572053 35.4126103582 60 
